COU,Country,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUT,Austria,ELV_PM,Emission limit values PM,1993,1993,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,1994,1994,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,1995,1995,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,1996,1996,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,1997,1997,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,1998,1998,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,1999,1999,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2000,2000,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2001,2001,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2002,2002,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2003,2003,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2004,2004,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2005,2005,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2006,2006,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2007,2007,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2008,2008,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2009,2009,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2010,2010,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2011,2011,IDX,Index,0,Units,,,1,,
AUT,Austria,ELV_PM,Emission limit values PM,2012,2012,IDX,Index,0,Units,,,1,,
DEU,Germany,EPS_MKT,Market EPS,1990,1990,IDX,Index,0,Units,,,0.416666657,,
DEU,Germany,EPS_MKT,Market EPS,1991,1991,IDX,Index,0,Units,,,1.75,,
DEU,Germany,EPS_MKT,Market EPS,1992,1992,IDX,Index,0,Units,,,1.25,,
DEU,Germany,EPS_MKT,Market EPS,1993,1993,IDX,Index,0,Units,,,1.25,,
DEU,Germany,EPS_MKT,Market EPS,1994,1994,IDX,Index,0,Units,,,1.666666627,,
DEU,Germany,EPS_MKT,Market EPS,1995,1995,IDX,Index,0,Units,,,1.5,,
DEU,Germany,EPS_MKT,Market EPS,1996,1996,IDX,Index,0,Units,,,1.583333373,,
DEU,Germany,EPS_MKT,Market EPS,1997,1997,IDX,Index,0,Units,,,1.75,,
DEU,Germany,EPS_MKT,Market EPS,1998,1998,IDX,Index,0,Units,,,1.833333373,,
DEU,Germany,EPS_MKT,Market EPS,1999,1999,IDX,Index,0,Units,,,1.833333373,,
DEU,Germany,EPS_MKT,Market EPS,2000,2000,IDX,Index,0,Units,,,1.75,,
DEU,Germany,EPS_MKT,Market EPS,2001,2001,IDX,Index,0,Units,,,1.75,,
DEU,Germany,EPS_MKT,Market EPS,2002,2002,IDX,Index,0,Units,,,1.833333373,,
DEU,Germany,EPS_MKT,Market EPS,2003,2003,IDX,Index,0,Units,,,1.833333373,,
DEU,Germany,EPS_MKT,Market EPS,2004,2004,IDX,Index,0,Units,,,2.083333254,,
DEU,Germany,EPS_MKT,Market EPS,2005,2005,IDX,Index,0,Units,,,2.716666699,,
DEU,Germany,EPS_MKT,Market EPS,2006,2006,IDX,Index,0,Units,,,2.633333445,,
DEU,Germany,EPS_MKT,Market EPS,2007,2007,IDX,Index,0,Units,,,1.966666699,,
DEU,Germany,EPS_MKT,Market EPS,2008,2008,IDX,Index,0,Units,,,1.899999976,,
DEU,Germany,EPS_MKT,Market EPS,2009,2009,IDX,Index,0,Units,,,2.116666794,,
DEU,Germany,EPS_MKT,Market EPS,2010,2010,IDX,Index,0,Units,,,2.033333302,,
DEU,Germany,EPS_MKT,Market EPS,2011,2011,IDX,Index,0,Units,,,1.783333302,,
DEU,Germany,EPS_MKT,Market EPS,2012,2012,IDX,Index,0,Units,,,1.350000024,,
DEU,Germany,EPS_MKT,Market EPS,2013,2013,IDX,Index,0,Units,,,1.216666699,,
DEU,Germany,EPS_MKT,Market EPS,2014,2014,IDX,Index,0,Units,,,1.133333325,,
DEU,Germany,EPS_MKT,Market EPS,2015,2015,IDX,Index,0,Units,,,1.266666651,,
HUN,Hungary,FIT,Feed-in Tariffs,1990,1990,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1991,1991,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1992,1992,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1993,1993,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1994,1994,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1995,1995,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1996,1996,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1997,1997,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1998,1998,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,1999,1999,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,2000,2000,IDX,Index,0,Units,,,0,,
HUN,Hungary,FIT,Feed-in Tariffs,2001,2001,IDX,Index,0,Units,,,5,,
HUN,Hungary,FIT,Feed-in Tariffs,2002,2002,IDX,Index,0,Units,,,5,,
HUN,Hungary,FIT,Feed-in Tariffs,2003,2003,IDX,Index,0,Units,,,4,,
HUN,Hungary,FIT,Feed-in Tariffs,2004,2004,IDX,Index,0,Units,,,3.5,,
HUN,Hungary,FIT,Feed-in Tariffs,2005,2005,IDX,Index,0,Units,,,2.5,,
HUN,Hungary,FIT,Feed-in Tariffs,2006,2006,IDX,Index,0,Units,,,2.5,,
HUN,Hungary,FIT,Feed-in Tariffs,2007,2007,IDX,Index,0,Units,,,2.5,,
HUN,Hungary,FIT,Feed-in Tariffs,2008,2008,IDX,Index,0,Units,,,2,,
HUN,Hungary,FIT,Feed-in Tariffs,2009,2009,IDX,Index,0,Units,,,2,,
HUN,Hungary,FIT,Feed-in Tariffs,2010,2010,IDX,Index,0,Units,,,2.5,,
HUN,Hungary,FIT,Feed-in Tariffs,2011,2011,IDX,Index,0,Units,,,2,,
HUN,Hungary,FIT,Feed-in Tariffs,2012,2012,IDX,Index,0,Units,,,2.5,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1990,1990,IDX,Index,0,Units,,,0,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1991,1991,IDX,Index,0,Units,,,0,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1992,1992,IDX,Index,0,Units,,,0,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1993,1993,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1994,1994,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1995,1995,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1996,1996,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1997,1997,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1998,1998,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,1999,1999,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2000,2000,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2001,2001,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2002,2002,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2003,2003,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2004,2004,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2005,2005,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2006,2006,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2007,2007,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2008,2008,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2009,2009,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2010,2010,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2011,2011,IDX,Index,0,Units,,,1,,
GRC,Greece,ELV_NOX,Emission limit values NOx,2012,2012,IDX,Index,0,Units,,,1,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1990,1990,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1991,1991,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1992,1992,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1993,1993,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1994,1994,IDX,Index,0,Units,,,5,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1995,1995,IDX,Index,0,Units,,,5,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1996,1996,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1997,1997,IDX,Index,0,Units,,,5,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1998,1998,IDX,Index,0,Units,,,6,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,1999,1999,IDX,Index,0,Units,,,5,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2000,2000,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2001,2001,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2002,2002,IDX,Index,0,Units,,,5,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2003,2003,IDX,Index,0,Units,,,5,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2004,2004,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2005,2005,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2006,2006,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2007,2007,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2008,2008,IDX,Index,0,Units,,,3,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2009,2009,IDX,Index,0,Units,,,5,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2010,2010,IDX,Index,0,Units,,,4,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2011,2011,IDX,Index,0,Units,,,3,,
NLD,Netherlands,TAXDIESEL,Tax Diesel,2012,2012,IDX,Index,0,Units,,,3,,
IRL,Ireland,EPS,Environmental Policy Stringency,1990,1990,IDX,Index,0,Units,,,0.520833314,,
IRL,Ireland,EPS,Environmental Policy Stringency,1991,1991,IDX,Index,0,Units,,,0.479166687,,
IRL,Ireland,EPS,Environmental Policy Stringency,1992,1992,IDX,Index,0,Units,,,0.520833314,,
IRL,Ireland,EPS,Environmental Policy Stringency,1993,1993,IDX,Index,0,Units,,,0.583333314,,
IRL,Ireland,EPS,Environmental Policy Stringency,1994,1994,IDX,Index,0,Units,,,0.583333314,,
IRL,Ireland,EPS,Environmental Policy Stringency,1995,1995,IDX,Index,0,Units,,,0.583333314,,
IRL,Ireland,EPS,Environmental Policy Stringency,1996,1996,IDX,Index,0,Units,,,0.729166687,,
IRL,Ireland,EPS,Environmental Policy Stringency,1997,1997,IDX,Index,0,Units,,,0.729166687,,
IRL,Ireland,EPS,Environmental Policy Stringency,1998,1998,IDX,Index,0,Units,,,0.770833314,,
IRL,Ireland,EPS,Environmental Policy Stringency,1999,1999,IDX,Index,0,Units,,,0.770833314,,
IRL,Ireland,EPS,Environmental Policy Stringency,2000,2000,IDX,Index,0,Units,,,0.854166687,,
IRL,Ireland,EPS,Environmental Policy Stringency,2001,2001,IDX,Index,0,Units,,,0.8125,,
IRL,Ireland,EPS,Environmental Policy Stringency,2002,2002,IDX,Index,0,Units,,,0.854166687,,
IRL,Ireland,EPS,Environmental Policy Stringency,2003,2003,IDX,Index,0,Units,,,1.416666627,,
IRL,Ireland,EPS,Environmental Policy Stringency,2004,2004,IDX,Index,0,Units,,,1.458333373,,
IRL,Ireland,EPS,Environmental Policy Stringency,2005,2005,IDX,Index,0,Units,,,1.879166603,,
IRL,Ireland,EPS,Environmental Policy Stringency,2006,2006,IDX,Index,0,Units,,,2.229166746,,
IRL,Ireland,EPS,Environmental Policy Stringency,2007,2007,IDX,Index,0,Units,,,1.712499976,,
IRL,Ireland,EPS,Environmental Policy Stringency,2008,2008,IDX,Index,0,Units,,,2.054166794,,
IRL,Ireland,EPS,Environmental Policy Stringency,2009,2009,IDX,Index,0,Units,,,2.158333302,,
IRL,Ireland,EPS,Environmental Policy Stringency,2010,2010,IDX,Index,0,Units,,,2.224999905,,
IRL,Ireland,EPS,Environmental Policy Stringency,2011,2011,IDX,Index,0,Units,,,2.433333397,,
IRL,Ireland,EPS,Environmental Policy Stringency,2012,2012,IDX,Index,0,Units,,,2.049999952,,
PRT,Portugal,FIT,Feed-in Tariffs,1990,1990,IDX,Index,0,Units,,,2,,
PRT,Portugal,FIT,Feed-in Tariffs,1991,1991,IDX,Index,0,Units,,,2,,
PRT,Portugal,FIT,Feed-in Tariffs,1992,1992,IDX,Index,0,Units,,,1.5,,
PRT,Portugal,FIT,Feed-in Tariffs,1993,1993,IDX,Index,0,Units,,,1.5,,
PRT,Portugal,FIT,Feed-in Tariffs,1994,1994,IDX,Index,0,Units,,,1.5,,
PRT,Portugal,FIT,Feed-in Tariffs,1995,1995,IDX,Index,0,Units,,,1.5,,
PRT,Portugal,FIT,Feed-in Tariffs,1996,1996,IDX,Index,0,Units,,,1.5,,
PRT,Portugal,FIT,Feed-in Tariffs,1997,1997,IDX,Index,0,Units,,,1.5,,
PRT,Portugal,FIT,Feed-in Tariffs,1998,1998,IDX,Index,0,Units,,,2,,
PRT,Portugal,FIT,Feed-in Tariffs,1999,1999,IDX,Index,0,Units,,,2,,
PRT,Portugal,FIT,Feed-in Tariffs,2000,2000,IDX,Index,0,Units,,,2.5,,
PRT,Portugal,FIT,Feed-in Tariffs,2001,2001,IDX,Index,0,Units,,,3.5,,
PRT,Portugal,FIT,Feed-in Tariffs,2002,2002,IDX,Index,0,Units,,,4,,
PRT,Portugal,FIT,Feed-in Tariffs,2003,2003,IDX,Index,0,Units,,,4,,
PRT,Portugal,FIT,Feed-in Tariffs,2004,2004,IDX,Index,0,Units,,,4,,
PRT,Portugal,FIT,Feed-in Tariffs,2005,2005,IDX,Index,0,Units,,,5,,
PRT,Portugal,FIT,Feed-in Tariffs,2006,2006,IDX,Index,0,Units,,,5,,
PRT,Portugal,FIT,Feed-in Tariffs,2007,2007,IDX,Index,0,Units,,,4,,
PRT,Portugal,FIT,Feed-in Tariffs,2008,2008,IDX,Index,0,Units,,,3.5,,
PRT,Portugal,FIT,Feed-in Tariffs,2009,2009,IDX,Index,0,Units,,,4,,
PRT,Portugal,FIT,Feed-in Tariffs,2010,2010,IDX,Index,0,Units,,,4,,
PRT,Portugal,FIT,Feed-in Tariffs,2011,2011,IDX,Index,0,Units,,,3,,
PRT,Portugal,FIT,Feed-in Tariffs,2012,2012,IDX,Index,0,Units,,,3,,
FIN,Finland,TAXSOX,Tax SOx,1990,1990,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1991,1991,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1992,1992,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1993,1993,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1994,1994,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1995,1995,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1996,1996,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1997,1997,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1998,1998,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,1999,1999,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2000,2000,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2001,2001,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2002,2002,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2003,2003,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2004,2004,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2005,2005,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2006,2006,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2007,2007,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2008,2008,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2009,2009,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2010,2010,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2011,2011,IDX,Index,0,Units,,,0,,
FIN,Finland,TAXSOX,Tax SOx,2012,2012,IDX,Index,0,Units,,,0,,
SWE,Sweden,EPS_MKT,Market EPS,1990,1990,IDX,Index,0,Units,,,0.166666672,,
SWE,Sweden,EPS_MKT,Market EPS,1991,1991,IDX,Index,0,Units,,,0.25,,
SWE,Sweden,EPS_MKT,Market EPS,1992,1992,IDX,Index,0,Units,,,0.75,,
SWE,Sweden,EPS_MKT,Market EPS,1993,1993,IDX,Index,0,Units,,,0.75,,
SWE,Sweden,EPS_MKT,Market EPS,1994,1994,IDX,Index,0,Units,,,0.833333314,,
SWE,Sweden,EPS_MKT,Market EPS,1995,1995,IDX,Index,0,Units,,,0.833333314,,
SWE,Sweden,EPS_MKT,Market EPS,1996,1996,IDX,Index,0,Units,,,0.833333314,,
SWE,Sweden,EPS_MKT,Market EPS,1997,1997,IDX,Index,0,Units,,,0.833333314,,
SWE,Sweden,EPS_MKT,Market EPS,1998,1998,IDX,Index,0,Units,,,1.25,,
SWE,Sweden,EPS_MKT,Market EPS,1999,1999,IDX,Index,0,Units,,,1.166666627,,
SWE,Sweden,EPS_MKT,Market EPS,2000,2000,IDX,Index,0,Units,,,1.166666627,,
SWE,Sweden,EPS_MKT,Market EPS,2001,2001,IDX,Index,0,Units,,,1,,
SWE,Sweden,EPS_MKT,Market EPS,2002,2002,IDX,Index,0,Units,,,1.166666627,,
SWE,Sweden,EPS_MKT,Market EPS,2003,2003,IDX,Index,0,Units,,,1.366666675,,
SWE,Sweden,EPS_MKT,Market EPS,2004,2004,IDX,Index,0,Units,,,1.5,,
SWE,Sweden,EPS_MKT,Market EPS,2005,2005,IDX,Index,0,Units,,,2.299999952,,
SWE,Sweden,EPS_MKT,Market EPS,2006,2006,IDX,Index,0,Units,,,2.433333397,,
SWE,Sweden,EPS_MKT,Market EPS,2007,2007,IDX,Index,0,Units,,,1.766666651,,
SWE,Sweden,EPS_MKT,Market EPS,2008,2008,IDX,Index,0,Units,,,2.216666699,,
SWE,Sweden,EPS_MKT,Market EPS,2009,2009,IDX,Index,0,Units,,,2.433333397,,
SWE,Sweden,EPS_MKT,Market EPS,2010,2010,IDX,Index,0,Units,,,2.433333397,,
SWE,Sweden,EPS_MKT,Market EPS,2011,2011,IDX,Index,0,Units,,,2.216666699,,
SWE,Sweden,EPS_MKT,Market EPS,2012,2012,IDX,Index,0,Units,,,1.949999929,,
DNK,Denmark,TAXCO2,Tax CO2,1990,1990,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1991,1991,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1992,1992,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1993,1993,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1994,1994,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1995,1995,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1996,1996,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1997,1997,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1998,1998,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,1999,1999,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2000,2000,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2001,2001,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2002,2002,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2003,2003,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2004,2004,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2005,2005,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2006,2006,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2007,2007,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2008,2008,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2009,2009,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2010,2010,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2011,2011,IDX,Index,0,Units,,,0,,
DNK,Denmark,TAXCO2,Tax CO2,2012,2012,IDX,Index,0,Units,,,0,,
SVN,Slovenia,EPS_MKT,Market EPS,2008,2008,IDX,Index,0,Units,,,0.650000036,,
SVN,Slovenia,EPS_MKT,Market EPS,2009,2009,IDX,Index,0,Units,,,0.949999988,,
SVN,Slovenia,EPS_MKT,Market EPS,2010,2010,IDX,Index,0,Units,,,2.166666746,,
SVN,Slovenia,EPS_MKT,Market EPS,2011,2011,IDX,Index,0,Units,,,2.083333254,,
SVN,Slovenia,EPS_MKT,Market EPS,2012,2012,IDX,Index,0,Units,,,1.816666722,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1990,1990,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1991,1991,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1992,1992,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1993,1993,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1994,1994,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1995,1995,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1996,1996,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1997,1997,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1998,1998,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,1999,1999,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2000,2000,IDX,Index,0,Units,,,1,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2001,2001,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2002,2002,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2003,2003,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2004,2004,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2005,2005,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2006,2006,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2007,2007,IDX,Index,0,Units,,,1,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2008,2008,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2009,2009,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2010,2010,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2011,2011,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2012,2012,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2013,2013,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2014,2014,IDX,Index,0,Units,,,2,,
ITA,Italy,RD_RE,Renewable energy public RD&D budget,2015,2015,IDX,Index,0,Units,,,2,,
GRC,Greece,TAXNOX,Tax NOx,1990,1990,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1991,1991,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1992,1992,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1993,1993,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1994,1994,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1995,1995,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1996,1996,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1997,1997,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1998,1998,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,1999,1999,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2000,2000,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2001,2001,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2002,2002,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2003,2003,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2004,2004,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2005,2005,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2006,2006,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2007,2007,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2008,2008,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2009,2009,IDX,Index,0,Units,,,0,,
GRC,Greece,TAXNOX,Tax NOx,2010,2010,IDX,Index,0,Units,,,0,,
